form	lemmaId	lemma	linkType	pos	via	note
neu ymmyrkit	neu-ymmyrkit.a	neu-ymmyrkit	self	a.	neu-ymmyrkit	
neuymmyrkit	neu-ymmyrkit.a	neu-ymmyrkit	self	a.	neu-ymmyrkit	collapsed
neuymmyrkit	neu-ymmyrkit.a	neuymmyrkit	univerbated	a.	neu-ymmyrkit	
neu ynrick	neu-ynrick.a	neu-ynrick	self	a.	neu-ynrick	
neuynrick	neu-ynrick.a	neu-ynrick	self	a.	neu-ynrick	collapsed
neuynrick	neu-ynrick.a	neuynrick	univerbated	a.	neu-ynrick	
neu ynsit	neu-ynsit.a	neu-ynsit	self	a.	neu-ynsit	
neuynsit	neu-ynsit.a	neu-ynsit	self	a.	neu-ynsit	collapsed
neuynsit	neu-ynsit.a	neuynsit	univerbated	a.	neu-ynsit	
nhedderagh	nhedderagh.v	nhedderagh	self	v.	nhedderagh	
nhee	nhee.n	nhee	self	s. m.	nhee	
nheeaghyn	nhee.n	nhee	inflected	s. m.	nhee	
nheeghyn	nhee.n	nhee	inflected	s. m.	nhee	
niart	niart.n	niart	self	s. m.	niart	
niartyn	niart.n	niart	inflected	s. m.	niart	
niart	niart.v	niart	self	v.	niart	
niartagh	niart.v	niart	inflected	v.	niart	
niartin	niart.v	niart	inflected	v.	niart	
niartins	niart.v	niart	inflected	v.	niart	
niartym	niart.v	niart	inflected	v.	niart	
niartyms	niart.v	niart	inflected	v.	niart	
niartys	niart.v	niart	inflected	v.	niart	
niartey	niartey.v	niartey	self	v.	niartey	
dy niartaghey	niartaghey.v	niartaghey	self	v.	dy niartaghey	
dyniartaghey	niartaghey.v	niartaghey	self	v.	dy niartaghey	collapsed
dyniartaghey	niartaghey.v	niartaghey	univerbated	v.	dy niartaghey	
niartaghey	niartaghey.v	niartaghey	particle	v.	dy niartaghey	
niartit	niartit.x	niartit	self		niartit	
niartal	niartal.a	niartal	self	a.	niartal	
s'niartal	s'niartal.a	s'niartal	self	a.	s'niartal	demutation-unvalidated
niartal	s'niartal.a	s'niartal	mutation	a.	s'niartal	demutation-unvalidated
ooilley niartal	ooilley-niartal.a	ooilley-niartal	self	a.	ooilley-niartal	
ooilleyniartal	ooilley-niartal.a	ooilley-niartal	self	a.	ooilley-niartal	collapsed
ooilleyniartal	ooilley-niartal.a	ooilleyniartal	univerbated	a.	ooilley-niartal	
niartallagh	niartallagh.n	niartallagh	self	s. m.	niartallagh	
niartallee	niartallagh.n	niartallagh	inflected	s. m.	niartallagh	
niartallys	niartallys.n	niartallys	self	s. f.	niartallys	
niarteyder	niarteyder.n	niarteyder	self	s. m.	niarteyder	
niarteyderyn	niarteyder.n	niarteyder	inflected	s. m.	niarteyder	
niau	niau.n	niau	self	s. m.	niau	
niaughyn	niau.n	niau	inflected	s. m.	niau	
niee	niee.v	niee	self	v.	niee	
nieeagh	niee.v	niee	inflected	v.	niee	
nieeee	niee.v	niee	inflected	v.	niee	
nieein	niee.v	niee	inflected	v.	niee	
nieeins	niee.v	niee	inflected	v.	niee	
nieeym	niee.v	niee	inflected	v.	niee	
nieeyms	niee.v	niee	inflected	v.	niee	
nieeys	niee.v	niee	inflected	v.	niee	
niaghyn	niaghyn.v	niaghyn	self	v.	niaghyn	
nieeaghyn	nieeaghyn.v	nieeaghyn	self	v.	nieeaghyn	
nieet	nieet.x	nieet	self	pt.	nieet	
niaghyn	niaghyn.n	niaghyn	self	s. m.	niaghyn	
niaghynyn	niaghyn.n	niaghyn	inflected	s. m.	niaghyn	
nieeder	nieeder.n	nieeder	self	s. m.	nieeder	
nieederyn	nieeder.n	nieeder	inflected	s. m.	nieeder	
nieu	nieu.n	nieu	self	s. f.	nieu	
nieunagh	nieunagh.a	nieunagh	self	a.	nieunagh	
s'nieunagh	s'nieunagh.a	s'nieunagh	self	a.	s'nieunagh	demutation-unvalidated
nieunagh	s'nieunagh.a	s'nieunagh	mutation	a.	s'nieunagh	demutation-unvalidated
s'nieunee	s'nieunee.a	s'nieunee	self	a. id.	s'nieunee	demutation-unvalidated
nieunee	s'nieunee.a	s'nieunee	mutation	a. id.	s'nieunee	demutation-unvalidated
nieunys	nieunys.n	nieunys	self	s. f.	nieunys	
nieunid	nieunys.n	nieunys	variant	s. f.	nieunid	
nish	nish.x	nish	self	adv.	nish	
niurin	niurin.n	niurin	self	s. m.	niurin	
niurinyn	niurin.n	niurin	inflected	s. m.	niurin	
niurinagh	niurinagh.a	niurinagh	self	a.	niurinagh	
niurinagh	niurinagh.n	niurinagh	self	s. m.	niurinagh	
niurinys	niurinys.n	niurinys	self	s. f.	niurinys	
noa	noa.a	noa	self	a.	noa	
noaey	noaey.a	noaey	self	a.	noaey	
s'noa	s'noa.a	s'noa	self	a.	s'noa	demutation-unvalidated
noa	s'noa.a	s'noa	mutation	a.	s'noa	demutation-unvalidated
thalk noa	thalk-noa.a	thalk-noa	self	a.	thalk-noa	
thalknoa	thalk-noa.a	thalk-noa	self	a.	thalk-noa	collapsed
thalknoa	thalk-noa.a	thalknoa	univerbated	a.	thalk-noa	
noaid	noaid.n	noaid	self	s. m.	noaid	
noadyr	noadyr.x	noadyr	self	conj.	noadyr	
noain	noain.a	noain	self	a.	noain	
noin	noin.x	noin	self		noin	
noght	noght.n	noght	self	s.	noght	
yn oie noght	oie-noght.n	oie-noght	self	s. f.	yn oie-noght	
ynoienoght	oie-noght.n	oie-noght	self	s. f.	yn oie-noght	collapsed
ynoienoght	oie-noght.n	oienoght	univerbated	s. f.	yn oie-noght	
oie noght	oie-noght.n	oie-noght	particle	s. f.	yn oie-noght	
oienoght	oie-noght.n	oie-noght	particle	s. f.	yn oie-noght	collapsed
oienoght	oie-noght.n	oienoght	univerbated	s. f.	yn oie-noght	
noid	noid.n	noid	self	s. m.	noid	
noidyn	noid.n	noid	inflected	s. m.	noid	
noidagh	noidagh.a	noidagh	self	a.	noidagh	
noidey	noidey.a	noidey	self	a. d.	noidey	
noidys	noidys.n	noidys	self	s. f.	noidys	
nonney	nonney.x	nonney	self	adv.	nonney	
noo	noo.n	noo	self	s. m.	noo	
nooghyn	noo.n	noo	inflected	s. m.	noo	
noo	noo.a	noo	self	a.	noo	
noon	noon.x	noon	self	adv.	noon	
noon as noal	noon-as-noal.x	noon as noal	self	adv.	noon as noal	
noonasnoal	noon-as-noal.x	noon as noal	self	adv.	noon as noal	collapsed
noonasnoal	noon-as-noal.x	noonasnoal	univerbated	adv.	noon as noal	
tar noon	tar-noon.x	tar noon	self	adv.	tar noon	
tarnoon	tar-noon.x	tar noon	self	adv.	tar noon	collapsed
tarnoon	tar-noon.x	tarnoon	univerbated	adv.	tar noon	
nurree	nurree.n	nurree	self	s. f.	nurree	
nuy	nuy.n	nuy	self	s. m.	nuy	
nuy jeig	nuy-jeig.a	nuy-jeig	self	a.	nuy-jeig	
nuyjeig	nuy-jeig.a	nuy-jeig	self	a.	nuy-jeig	collapsed
nuyjeig	nuy-jeig.a	nuyjeig	univerbated	a.	nuy-jeig	
nuy as feed	nuy-as-feed.n	nuy as feed	self	s. m.	nuy as feed	
nuyasfeed	nuy-as-feed.n	nuy as feed	self	s. m.	nuy as feed	collapsed
nuyasfeed	nuy-as-feed.n	nuyasfeed	univerbated	s. m.	nuy as feed	
nuy feed	nuy-feed.n	nuy feed	self	s. m.	nuy feed	
nuyfeed	nuy-feed.n	nuy feed	self	s. m.	nuy feed	collapsed
nuyfeed	nuy-feed.n	nuyfeed	univerbated	s. m.	nuy feed	
nuy feedoo	nuy-feedoo.a	nuy feedoo	self	a.	nuy feedoo	
nuyfeedoo	nuy-feedoo.a	nuy feedoo	self	a.	nuy feedoo	collapsed
nuyfeedoo	nuy-feedoo.a	nuyfeedoo	univerbated	a.	nuy feedoo	
nuir	nuir.n	nuir	self	s. m.	nuir	
ny	ny.x	ny	self		ny	
ny	ny-adv	ny	self	adv.	ny	
nyn	nyn.x	nyn	self	pro.	nyn	
o	o.x	O	self		O	
oabbyr	oabbyr.n	oabbyr	self	s. f.	oabbyr	
oabbyryn	oabbyr.n	oabbyr	inflected	s. f.	oabbyr	
y n'oabbyr	y-n'oabbyr.n	y n'oabbyr	self	s.	y n'oabbyr	demutation-unvalidated
yn'oabbyr	y-n'oabbyr.n	y n'oabbyr	self	s.	y n'oabbyr	collapsed
yn'oabbyr	y-n'oabbyr.n	yn'oabbyr	univerbated	s.	y n'oabbyr	
e hoabyr	hoabyr.n	hoabyr	self	s.	e hoabyr	demutation-unvalidated
ehoabyr	hoabyr.n	hoabyr	self	s.	e hoabyr	collapsed
ehoabyr	hoabyr.n	hoabyr	univerbated	s.	e hoabyr	
hoabyr	hoabyr.n	hoabyr	particle	s.	e hoabyr	demutation-unvalidated
oaiagh	oaiagh.a	oaiagh	self	a.	oaiagh	
oaieys	oaieys.n	oaieys	self	s. f.	oaieys	
oaie	oaie.n	oaie	self	s. f.	oaie	
oaieghyn	oaie.n	oaie	inflected	s. f.	oaie	
oaye	oaie.n	oaie	variant	s. f.	oaye	
oaye	oaye.n	oaye	self	s. f.	oaye	
ny hoaie	oaie.a	oaie	self	a. d.	ny hoaie	
nyhoaie	oaie.a	oaie	self	a. d.	ny hoaie	collapsed
nyhoaie	oaie.a	oaie	univerbated	a. d.	ny hoaie	
hoaie	oaie.a	oaie	particle	a. d.	ny hoaie	
ny hoaiaghyn	hoaiaghyn.n	hoaiaghyn	self	s.	ny hoaiaghyn	demutation-unvalidated
nyhoaiaghyn	hoaiaghyn.n	hoaiaghyn	self	s.	ny hoaiaghyn	collapsed
nyhoaiaghyn	hoaiaghyn.n	hoaiaghyn	univerbated	s.	ny hoaiaghyn	
hoaiaghyn	hoaiaghyn.n	hoaiaghyn	particle	s.	ny hoaiaghyn	demutation-unvalidated
oaieyn	oaie.n	oaie	inflected	s. m.	oaie	
oainjyr	oainjyr.n	oainjyr	self	s. f.	oainjyr	
oainjyragh	oainjyragh.a	oainjyragh	self	a.	oainjyragh	
dy oainjyraghey	oainjyraghey.x	oainjyraghey	self		dy oainjyraghey	
dyoainjyraghey	oainjyraghey.x	oainjyraghey	self		dy oainjyraghey	collapsed
dyoainjyraghey	oainjyraghey.x	oainjyraghey	univerbated		dy oainjyraghey	
oainjyraghey	oainjyraghey.x	oainjyraghey	particle		dy oainjyraghey	
oainjyrys	oainjyrys.n	oainjyrys	self	s. f.	oainjyrys	
oaldey	oaldey.a	oaldey	self	a.	oaldey	
oalee	oalee.x	oalee	self		oalee	
oalsum	oalsum.n	oalsum	self	s. m.	oalsum	
oalsumit	oalsumit.x	oalsumit	self		oalsumit	
oalys	oalys.n	oalys	self	s. f.	oalys	
e hoalys	oalys.n	oalys	self	s.	e hoalys	
ehoalys	oalys.n	oalys	self	s.	e hoalys	collapsed
ehoalys	oalys.n	oalys	univerbated	s.	e hoalys	
hoalys	oalys.n	oalys	particle	s.	e hoalys	
oalysagh	oalysagh.n	oalysagh	self	s. m.	oalysagh	
oalysee	oalysagh.n	oalysagh	inflected	s. m.	oalysagh	
oalysagh	oalysagh.x	oalysagh	self	adv.	oalysagh	
oanluck	oanluck.v	oanluck	self	v.	oanluck	
oanluckagh	oanluck.v	oanluck	inflected	v.	oanluck	
oanluckee	oanluck.v	oanluck	inflected	v.	oanluck	
oanluckin	oanluck.v	oanluck	inflected	v.	oanluck	
oanluckins	oanluck.v	oanluck	inflected	v.	oanluck	
oanluckym	oanluck.v	oanluck	inflected	v.	oanluck	
oanluckyms	oanluck.v	oanluck	inflected	v.	oanluck	
oanluckys	oanluck.v	oanluck	inflected	v.	oanluck	
cha n'oanluck	n'oanluck.v	n'oanluck	self	v.	cha n'oanluck	demutation-unvalidated
chan'oanluck	n'oanluck.v	n'oanluck	self	v.	cha n'oanluck	collapsed
chan'oanluck	n'oanluck.v	n'oanluck	univerbated	v.	cha n'oanluck	
n'oanluck	n'oanluck.v	n'oanluck	particle	v.	cha n'oanluck	demutation-unvalidated
oanluck	n'oanluck.v	n'oanluck	mutation	v.	cha n'oanluck	demutation-unvalidated
cha n'oanluckagh	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	demutation-unvalidated
chan'oanluckagh	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	collapsed
chan'oanluckagh	n'oanluck.v	n'oanluck	univerbated	v.	cha n'oanluck	
n'oanluckagh	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	demutation-unvalidated
oanluckagh	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	demutation-unvalidated
cha n'oanluckee	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	demutation-unvalidated
chan'oanluckee	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	collapsed
chan'oanluckee	n'oanluck.v	n'oanluck	univerbated	v.	cha n'oanluck	
n'oanluckee	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	demutation-unvalidated
oanluckee	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	demutation-unvalidated
cha n'oanluckin	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	demutation-unvalidated
chan'oanluckin	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	collapsed
chan'oanluckin	n'oanluck.v	n'oanluck	univerbated	v.	cha n'oanluck	
n'oanluckin	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	demutation-unvalidated
oanluckin	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	demutation-unvalidated
cha n'oanluckins	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	demutation-unvalidated
chan'oanluckins	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	collapsed
chan'oanluckins	n'oanluck.v	n'oanluck	univerbated	v.	cha n'oanluck	
n'oanluckins	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	demutation-unvalidated
oanluckins	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	demutation-unvalidated
cha n'oanluckym	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	demutation-unvalidated
chan'oanluckym	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	collapsed
chan'oanluckym	n'oanluck.v	n'oanluck	univerbated	v.	cha n'oanluck	
n'oanluckym	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	demutation-unvalidated
oanluckym	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	demutation-unvalidated
cha n'oanluckyms	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	demutation-unvalidated
chan'oanluckyms	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	collapsed
chan'oanluckyms	n'oanluck.v	n'oanluck	univerbated	v.	cha n'oanluck	
n'oanluckyms	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	demutation-unvalidated
oanluckyms	n'oanluck.v	n'oanluck	inflected	v.	cha n'oanluck	demutation-unvalidated
doanluck	oanluck.v	oanluck	self	v.	doanluck	
goanluck	oanluck.v	oanluck	self	v.	goanluck	
goanluckagh	oanluck.v	oanluck	inflected	v.	goanluck	
goanluckin	oanluck.v	oanluck	inflected	v.	goanluck	
goanluckins	oanluck.v	oanluck	inflected	v.	goanluck	
goanluckym	oanluck.v	oanluck	inflected	v.	goanluck	
goanluckyms	oanluck.v	oanluck	inflected	v.	goanluck	
goanluckys	oanluck.v	oanluck	inflected	v.	goanluck	
goanluckey	goanluckey.v	goanluckey	self	v.	goanluckey	
er n'oanluckey	n'oanluckey.v	n'oanluckey	self	v.	er n'oanluckey	demutation-unvalidated
ern'oanluckey	n'oanluckey.v	n'oanluckey	self	v.	er n'oanluckey	collapsed
ern'oanluckey	n'oanluckey.v	n'oanluckey	univerbated	v.	er n'oanluckey	
n'oanluckey	n'oanluckey.v	n'oanluckey	particle	v.	er n'oanluckey	demutation-unvalidated
oanluckey	n'oanluckey.v	n'oanluckey	mutation	v.	er n'oanluckey	demutation-unvalidated
oanluckit	oanluckit.x	oanluckit	self		oanluckit	
s'oanluckit	s'oanluckit.x	s'oanluckit	self		s'oanluckit	demutation-unvalidated
oanluckit	s'oanluckit.x	s'oanluckit	mutation		s'oanluckit	demutation-unvalidated
oanluckey	oanluckey.n	oanluckey	self	s. m.	oanluckey	
oanluckaghyn	oanluckey.n	oanluckey	inflected	s. m.	oanluckey	
e hoanluckey	oanluckey.n	oanluckey	self	s.	e hoanluckey	
ehoanluckey	oanluckey.n	oanluckey	self	s.	e hoanluckey	collapsed
ehoanluckey	oanluckey.n	oanluckey	univerbated	s.	e hoanluckey	
hoanluckey	oanluckey.n	oanluckey	particle	s.	e hoanluckey	
oanluckee	oanluckee.a	oanluckee	self	a. d.	oanluckee	
oanluckeyder	oanluckeyder.n	oanluckeyder	self	s. m.	oanluckeyder	
oanrey	oanrey.n	oanrey	self	s. m.	oanrey	
oanraghyn	oanrey.n	oanrey	inflected	s. m.	oanrey	
oard	oard.v	oard	self	v.	oard	
oardagh	oard.v	oard	inflected	v.	oard	
oardee	oard.v	oard	inflected	v.	oard	
oardin	oard.v	oard	inflected	v.	oard	
oardins	oard.v	oard	inflected	v.	oard	
oardym	oard.v	oard	inflected	v.	oard	
oardyms	oard.v	oard	inflected	v.	oard	
oardys	oard.v	oard	inflected	v.	oard	
oardr	oardr.v	oardr	self	v.	oardr	
oardragh	oardr.v	oardr	inflected	v.	oardr	
oardrin	oardr.v	oardr	inflected	v.	oardr	
oardrins	oardr.v	oardr	inflected	v.	oardr	
oardrym	oardr.v	oardr	inflected	v.	oardr	
oardryms	oardr.v	oardr	inflected	v.	oardr	
oardrys	oardr.v	oardr	inflected	v.	oardr	
cha n'oard	n'oard.v	n'oard	self	v.	cha n'oard	demutation-unvalidated
chan'oard	n'oard.v	n'oard	self	v.	cha n'oard	collapsed
chan'oard	n'oard.v	n'oard	univerbated	v.	cha n'oard	
n'oard	n'oard.v	n'oard	particle	v.	cha n'oard	demutation-unvalidated
oard	n'oard.v	n'oard	mutation	v.	cha n'oard	demutation-unvalidated
cha n'oardagh	n'oard.v	n'oard	inflected	v.	cha n'oard	demutation-unvalidated
chan'oardagh	n'oard.v	n'oard	inflected	v.	cha n'oard	collapsed
chan'oardagh	n'oard.v	n'oard	univerbated	v.	cha n'oard	
n'oardagh	n'oard.v	n'oard	inflected	v.	cha n'oard	demutation-unvalidated
oardagh	n'oard.v	n'oard	inflected	v.	cha n'oard	demutation-unvalidated
cha n'oardee	n'oard.v	n'oard	inflected	v.	cha n'oard	demutation-unvalidated
chan'oardee	n'oard.v	n'oard	inflected	v.	cha n'oard	collapsed
chan'oardee	n'oard.v	n'oard	univerbated	v.	cha n'oard	
n'oardee	n'oard.v	n'oard	inflected	v.	cha n'oard	demutation-unvalidated
oardee	n'oard.v	n'oard	inflected	v.	cha n'oard	demutation-unvalidated
cha n'oardin	n'oard.v	n'oard	inflected	v.	cha n'oard	demutation-unvalidated
chan'oardin	n'oard.v	n'oard	inflected	v.	cha n'oard	collapsed
chan'oardin	n'oard.v	n'oard	univerbated	v.	cha n'oard	
n'oardin	n'oard.v	n'oard	inflected	v.	cha n'oard	demutation-unvalidated
oardin	n'oard.v	n'oard	inflected	v.	cha n'oard	demutation-unvalidated
cha n'oardins	n'oard.v	n'oard	inflected	v.	cha n'oard	demutation-unvalidated
chan'oardins	n'oard.v	n'oard	inflected	v.	cha n'oard	collapsed
chan'oardins	n'oard.v	n'oard	univerbated	v.	cha n'oard	
n'oardins	n'oard.v	n'oard	inflected	v.	cha n'oard	demutation-unvalidated
oardins	n'oard.v	n'oard	inflected	v.	cha n'oard	demutation-unvalidated
cha n'oardym	n'oard.v	n'oard	inflected	v.	cha n'oard	demutation-unvalidated
chan'oardym	n'oard.v	n'oard	inflected	v.	cha n'oard	collapsed
chan'oardym	n'oard.v	n'oard	univerbated	v.	cha n'oard	
n'oardym	n'oard.v	n'oard	inflected	v.	cha n'oard	demutation-unvalidated
oardym	n'oard.v	n'oard	inflected	v.	cha n'oard	demutation-unvalidated
cha n'oardyms	n'oard.v	n'oard	inflected	v.	cha n'oard	demutation-unvalidated
chan'oardyms	n'oard.v	n'oard	inflected	v.	cha n'oard	collapsed
chan'oardyms	n'oard.v	n'oard	univerbated	v.	cha n'oard	
n'oardyms	n'oard.v	n'oard	inflected	v.	cha n'oard	demutation-unvalidated
oardyms	n'oard.v	n'oard	inflected	v.	cha n'oard	demutation-unvalidated
doardee	doardee.v	doardee	self	v.	doardee	
goardaghey	oardaghey.v	oardaghey	self	v.	goardaghey	
goardrail	oardrail.v	oardrail	self	v.	goardrail	
dy oardaghey	oardaghey.v	oardaghey	self	v.	dy oardaghey	
dyoardaghey	oardaghey.v	oardaghey	self	v.	dy oardaghey	collapsed
dyoardaghey	oardaghey.v	oardaghey	univerbated	v.	dy oardaghey	
oardaghey	oardaghey.v	oardaghey	particle	v.	dy oardaghey	
dy oardrail	oardrail.v	oardrail	self	v.	dy oardrail	
dyoardrail	oardrail.v	oardrail	self	v.	dy oardrail	collapsed
dyoardrail	oardrail.v	oardrail	univerbated	v.	dy oardrail	
oardrail	oardrail.v	oardrail	particle	v.	dy oardrail	
er n'oardaghey	n'oardaghey.v	n'oardaghey	self	v.	er n'oardaghey	demutation-unvalidated
ern'oardaghey	n'oardaghey.v	n'oardaghey	self	v.	er n'oardaghey	collapsed
ern'oardaghey	n'oardaghey.v	n'oardaghey	univerbated	v.	er n'oardaghey	
n'oardaghey	n'oardaghey.v	n'oardaghey	particle	v.	er n'oardaghey	demutation-unvalidated
oardaghey	n'oardaghey.v	n'oardaghey	mutation	v.	er n'oardaghey	demutation-unvalidated
oarderit	oarderit.x	oarderit	self		oarderit	
oardagh	oardagh.n	oardagh	self	s. m.	oardagh	
oardaghyn	oardagh.n	oardagh	inflected	s. m.	oardagh	
oardrailys	oardrailys.n	oardrailys	self	s. f.	oardrailys	
oarlagh	oarlagh.n	oarlagh	self	s. m.	oarlagh	
oarleeyn	oarlagh.n	oarlagh	inflected	s. m.	oarlagh	
oarn	oarn.n	oarn	self	s. f.	oarn	
oarnteeyn	oarn.n	oarn	inflected	s. f.	oarn	
e hoarn	oarn.n	oarn	self	s.	e hoarn	
ehoarn	oarn.n	oarn	self	s.	e hoarn	collapsed
ehoarn	oarn.n	oarn	univerbated	s.	e hoarn	
hoarn	oarn.n	oarn	particle	s.	e hoarn	
ushag roauyr ny hoarn	ushag-roauyr-ny-hoarn.n	ushag roauyr ny hoarn	self	s. f.	ushag roauyr ny hoarn	
ushagroauyrnyhoarn	ushag-roauyr-ny-hoarn.n	ushag roauyr ny hoarn	self	s. f.	ushag roauyr ny hoarn	collapsed
ushagroauyrnyhoarn	ushag-roauyr-ny-hoarn.n	ushagroauyrnyhoarn	univerbated	s. f.	ushag roauyr ny hoarn	
oaseir	oaseir.n	oaseir	self	s. m.	oaseir	
oaseir	oaseir.a	oaseir	self	a.	oaseir	
oaseiryn	oaseir.a	oaseir	inflected	a.	oaseir	
oaseirys	oaseirys.n	oaseirys	self	s. f.	oaseirys	
oash	oash.n	oash	self	s. m.	oash	
oasht	oasht.n	oasht	self	s. f.	oasht	
oashyr	oashyr.n	oashyr	self	s. f.	oashyr	
oashyryn	oashyr.n	oashyr	inflected	s. f.	oashyr	
oashyr slobbagh	oashyr-slobbagh.n	oashyr-slobbagh	self	s. f.	oashyr-slobbagh	
oashyrslobbagh	oashyr-slobbagh.n	oashyr-slobbagh	self	s. f.	oashyr-slobbagh	collapsed
oashyrslobbagh	oashyr-slobbagh.n	oashyrslobbagh	univerbated	s. f.	oashyr-slobbagh	
oast	oast.a	oast	self	a.	oast	
oast	foast.x	foast	demutated	adv.	oast	
oast rick	oast-rick.n	oast-rick	self	s. m.	oast-rick	
oastrick	oast-rick.n	oast-rick	self	s. m.	oast-rick	collapsed
oastrick	oast-rick.n	oastrick	univerbated	s. m.	oast-rick	
thie oast	thie-oast.n	thie oast	self	s. m.	thie oast	
thieoast	thie-oast.n	thie oast	self	s. m.	thie oast	collapsed
thieoast	thie-oast.n	thieoast	univerbated	s. m.	thie oast	
oasteyder	oasteyder.n	oasteyder	self	s. m.	oasteyder	
oastys	oastys.n	oastys	self	s. f.	oastys	
oayll	oayll.n	oayll	self	s. m.	oayll	
oayldyn	oayldyn.n	oayldyn	self	s. pl.	oayldyn	
oayll	oayll.a	oayll	self	a.	oayll	
uyll	uyll.a	uyll	self	a.	uyll	
oayllagh	oayllagh.a	oayllagh	self	a.	oayllagh	
s'oayllagh	s'oayllagh.a	s'oayllagh	self	a.	s'oayllagh	demutation-unvalidated
oayllagh	s'oayllagh.a	s'oayllagh	mutation	a.	s'oayllagh	demutation-unvalidated
s'oayllee	s'oayllee.a	s'oayllee	self	a. id.	s'oayllee	demutation-unvalidated
oayllee	s'oayllee.a	s'oayllee	mutation	a. id.	s'oayllee	demutation-unvalidated
dy ve oayllagh	ve-oayllagh.v	ve oayllagh	self	v.	dy ve oayllagh	
dyveoayllagh	ve-oayllagh.v	ve oayllagh	self	v.	dy ve oayllagh	collapsed
dyveoayllagh	ve-oayllagh.v	veoayllagh	univerbated	v.	dy ve oayllagh	
ve oayllagh	ve-oayllagh.v	ve oayllagh	particle	v.	dy ve oayllagh	
veoayllagh	ve-oayllagh.v	ve oayllagh	particle	v.	dy ve oayllagh	collapsed
veoayllagh	ve-oayllagh.v	veoayllagh	univerbated	v.	dy ve oayllagh	
anoayllagh	anoayllagh.a	anoayllagh	self	a.	anoayllagh	
oayltagh	oayltagh.a	oayltagh	self	a.	oayltagh	
bollagh	bollagh.v	bollagh	self	v.	bollagh	
boallagh	boallagh.x	boallagh	self		boallagh	
boallin	boallin.v	boallin	self	v.	boallin	
oayrd	oayrd.n	oayrd	self	s. f.	oayrd	
oayrdyn	oayrd.n	oayrd	inflected	s. f.	oayrd	
oard	oard.n	oard	self	s. f.	oard	
ob	ob.v	ob	self	v.	ob	
obagh	ob.v	ob	inflected	v.	ob	
obee	ob.v	ob	inflected	v.	ob	
obin	ob.v	ob	inflected	v.	ob	
obins	ob.v	ob	inflected	v.	ob	
obym	ob.v	ob	inflected	v.	ob	
obyms	ob.v	ob	inflected	v.	ob	
obys	ob.v	ob	inflected	v.	ob	
cha n'ob	n'ob.v	n'ob	self	v.	cha n'ob	demutation-unvalidated
chan'ob	n'ob.v	n'ob	self	v.	cha n'ob	collapsed
chan'ob	n'ob.v	n'ob	univerbated	v.	cha n'ob	
n'ob	n'ob.v	n'ob	particle	v.	cha n'ob	demutation-unvalidated
cha n'obagh	n'ob.v	n'ob	inflected	v.	cha n'ob	demutation-unvalidated
chan'obagh	n'ob.v	n'ob	inflected	v.	cha n'ob	collapsed
chan'obagh	n'ob.v	n'ob	univerbated	v.	cha n'ob	
n'obagh	n'ob.v	n'ob	inflected	v.	cha n'ob	demutation-unvalidated
obagh	n'ob.v	n'ob	inflected	v.	cha n'ob	demutation-unvalidated
cha n'obin	n'ob.v	n'ob	inflected	v.	cha n'ob	demutation-unvalidated
chan'obin	n'ob.v	n'ob	inflected	v.	cha n'ob	collapsed
chan'obin	n'ob.v	n'ob	univerbated	v.	cha n'ob	
n'obin	n'ob.v	n'ob	inflected	v.	cha n'ob	demutation-unvalidated
obin	n'ob.v	n'ob	inflected	v.	cha n'ob	demutation-unvalidated
cha n'obins	n'ob.v	n'ob	inflected	v.	cha n'ob	demutation-unvalidated
chan'obins	n'ob.v	n'ob	inflected	v.	cha n'ob	collapsed
chan'obins	n'ob.v	n'ob	univerbated	v.	cha n'ob	
n'obins	n'ob.v	n'ob	inflected	v.	cha n'ob	demutation-unvalidated
obins	n'ob.v	n'ob	inflected	v.	cha n'ob	demutation-unvalidated
cha n'obym	n'ob.v	n'ob	inflected	v.	cha n'ob	demutation-unvalidated
chan'obym	n'ob.v	n'ob	inflected	v.	cha n'ob	collapsed
